L1_in,L2_in,L3_in,L4_in,f0_GHz,BW3dB_GHz,IL_dB,RL_worst_dB,RL_avg_dB,status,error
-0.5625650330343437,1.0844927354447376,-1.197215697024026,1.7565927901729845,2.048,0.0013809293768911601,0.24557867334970607,8.542037634635939,8.542037634635939,OK,
-1.3829126393875972,1.511081084835534,-1.531957417038869,0.9274252495087245,1.736,0.6343899767111214,14.681255069957267,0.07484417793667202,0.1153826393841557,OK,
-0.5669189514418398,1.6481121955137408,-1.5377140975341912,1.6111620092676708,2.044,0.02936112847391481,0.004487034569694762,3.824996217950369,10.533547190630676,OK,
-1.589389498371414,1.150640049693875,-1.3902190496494926,0.6942033821520157,1.804,0.10631400341300501,7.541223207943562,0.43006428970870103,0.6677103431741944,OK,
-1.6024211281159026,1.6828009643863138,-1.8000399171598909,0.999406667902274,1.208,0.3824382175517538,12.309912782053091,0.13014182005796,0.1920540079438308,OK,
-1.142195340078103,0.6239620589885329,-1.3525991014955259,1.2437605409294876,1.836,0.001932842168724802,1.3748915772886035,5.664499888077566,5.664499888077566,OK,
-1.5901416286012595,1.251390374285517,-1.0554098127333282,1.5155034978819255,1.92,0.05933539870697557,0.012849851244654646,3.1772966483540763,9.280117081244692,OK,
-0.6711890446080593,1.358285708080674,-1.4874433836396337,1.351044179397059,2.22,0.04508368390350537,0.0038986903546164185,3.060136557811516,9.264212163543165,OK,
-0.9167992693800122,1.5978576023113404,-1.6757572984874882,1.1406388655371071,2.224,0.024212722017952437,0.10036674803864913,3.5853898041278036,8.762814135800419,OK,
-1.3162439202863323,1.5129098467514843,-1.446193135799882,1.7908725604387699,1.644,0.42076195606799316,0.0034103237247273188,3.0446786566446864,8.106832815026452,OK,
-0.9997699228470304,0.6539915774461618,-1.1349633514488604,1.1642703921362525,2.132,0.0015338815200447442,0.18418088392720464,13.817132794408538,13.817132794408538,OK,
-1.1353507161418155,1.50631385160018,-1.1127356119106768,1.2960917251777375,1.72,0.07435890503787479,0.004389566366015719,3.063568709141342,9.356829180353705,OK,
-0.611925939157347,0.8290429478735584,-1.6422549002227793,0.8931885164199134,1.468,0.00801582079179064,64.64020637104011,0.0005953203886542834,0.0006292621295936795,OK,
-1.4424453440475098,0.6728193840069582,-1.2291543473705069,0.6915690443771543,2.12,0.05635485451220523,0.6310663894280722,2.6908145739937446,4.898816680918181,OK,
-0.8188217320433,1.5659598339515393,-1.0122660523424198,1.143342135839967,1.972,0.01204905666297229,0.19378964355752118,3.4701552163914884,8.116604199386117,OK,
-1.4236453199058987,1.6104695566633012,-1.1898232228916514,1.569134686397444,1.876,0.09479720592454677,0.0004494553431686453,3.0970138210357163,9.837639207470621,OK,
-1.0257532940878984,1.1181997770889478,-1.4396605448974795,1.7117270242729872,1.828,0.08180674343592043,0.0025075632805418675,3.1251529516448424,9.224806935353588,OK,
-0.8421490303107231,1.4234296799945358,-1.3672745639878445,1.6033983537736287,1.504,0.05660651342437517,0.003147979285598329,3.217870453497891,9.108258610594964,OK,
